task,string_square_sequence,program,new_solved,distinct_programs,most_frequent_program,abs_count,task_freq,rel_count
18,11510696867610,"[{'rfff': 2, 'rR3{f}': 1}]",3,2.0,rfff,3.0,271.0,0.01107011070110701
18,115106968676100-1,[{'rfffllf': 1}],1,1.0,rfffllf,1.0,271.0,0.0036900369003690036
18,1151069686761000,"[{'rffff': 2, 'rR4{f}': 1, 'rR2{f}R2{f}': 1, 'rR3{f}f': 1, 'rsfsf': 1, 'rR4{s}': 1}]",7,6.0,rffff,7.0,271.0,0.025830258302583026
18,1151069686761000-1-1,[{'rR4{f}R2{l}': 1}],1,1.0,rR4{f}R2{l},1.0,271.0,0.0036900369003690036
18,1151069686761000-10,"[{'rffsffl': 1, 'rR2{fs}f': 1, 'rffsff': 1}]",3,3.0,rffsffl,3.0,271.0,0.01107011070110701
18,115106968677,[{'R2{rff}f': 1}],1,1.0,R2{rff}f,1.0,271.0,0.0036900369003690036
18,11510697,[{'R4{r}': 1}],1,1.0,R4{r},1.0,271.0,0.0036900369003690036
19,52,[{nan: 62}],62,1.0,?,62.0,362.0,0.1712707182320442
19,5241,[{'l': 5}],5,1.0,l,5.0,362.0,0.013812154696132596
19,524130,[{'ll': 1}],1,1.0,ll,1.0,362.0,0.0027624309392265192
19,524130201-1,[{'llflssrr': 1}],1,1.0,llflssrr,1.0,362.0,0.0027624309392265192
19,5241302010544434,[{'llfffs': 1}],1,1.0,llfffs,1.0,362.0,0.0027624309392265192
19,5241302110544333,[{'llrlls': 1}],1,1.0,llrlls,1.0,362.0,0.0027624309392265192
19,524131,"[{'lf': 3, 'ls': 1}]",4,2.0,lf,4.0,362.0,0.011049723756906077
19,52413120,[{'lfl': 1}],1,1.0,lfl,1.0,362.0,0.0027624309392265192
19,5241312010544333,[{'lflfls': 1}],1,1.0,lflfls,1.0,362.0,0.0027624309392265192
19,52413121,[{'lff': 2}],2,1.0,lff,2.0,362.0,0.0055248618784530384
19,524131211054,"[{'lffl': 21, 'lfsl': 1}]",22,2.0,lffl,22.0,362.0,0.06077348066298342
19,52413121105443,[{'lffll': 4}],4,1.0,lffll,4.0,362.0,0.011049723756906077
19,5241312110544332,"[{'lffllls': 4, 'lfflllssrf': 2, 'lfflllfsfsrff': 1, 'lfflllsr': 1, 'lfflllssfrf': 1, 'lffllllssfrf': 1, 'lfflll': 1, 'lfflllsf': 1}]",12,8.0,lffllls,12.0,362.0,0.03314917127071823
19,5241312110544333,"[{'lffllsl': 3, 'lffllslsrf': 1, 'lffllslsf': 1, 'lffllslrf': 1, 'lffllssrf': 2, 'lfflls': 2, 'lffllss': 1, 'lffllslsfrf': 1, 'lffllssff': 1}]",13,9.0,lffllsl,13.0,362.0,0.03591160220994475
19,5241312110544334,[{'lssllrf': 1}],1,1.0,lssllrf,1.0,362.0,0.0027624309392265192
19,52413121105444,[{'lfflf': 5}],5,1.0,lfflf,5.0,362.0,0.013812154696132596
19,5241312110544433,"[{'lfflsl': 1, 'lfflfllllssrr': 1, 'lsslfls': 1, 'lfflfllss': 2}]",5,4.0,lfflfllss,5.0,362.0,0.013812154696132596
19,5241312110544434,"[{'lfflfssffrf': 1, 'lfflssf': 1, 'lfflsssss': 1, 'lfflsss': 1, 'lfflss': 1, 'lfflssfff': 1, 'lfflfs': 1, 'lfflssrf': 1, 'lfflssrlssrf': 1, 'lfflsssrf': 1}]",10,10.0,lfflfssffrf,10.0,362.0,0.027624309392265192
19,52413121105445,[{'lfflrf': 1}],1,1.0,lfflrf,1.0,362.0,0.0027624309392265192
19,5241312111,"[{'lfsss': 1, 'lffsf': 1, 'lffsff': 1, 'lffsslssffflfff': 1, 'lfffl': 1, 'lfff': 1, 'lffs': 1, 'lsss': 1}]",8,8.0,lfsss,8.0,362.0,0.022099447513812154
19,5241312112,[{'lffr': 1}],1,1.0,lffr,1.0,362.0,0.0027624309392265192
19,52413122,[{'lsrl': 1}],1,1.0,lsrl,1.0,362.0,0.0027624309392265192
19,524132,"[{'lrl': 1, 'lrlrsrlfrlfsrllf': 1}]",2,2.0,lrl,2.0,362.0,0.0055248618784530384
19,5242,"[{'s': 9, 'f': 4}]",13,2.0,s,13.0,362.0,0.03591160220994475
19,524231,"[{'fl': 1, 'sl': 2}]",3,2.0,sl,3.0,362.0,0.008287292817679558
19,52423120,[{'sll': 1}],1,1.0,sll,1.0,362.0,0.0027624309392265192
19,524231201-1,[{'slllf': 1}],1,1.0,slllf,1.0,362.0,0.0027624309392265192
19,524231201054,"[{'fllf': 3, 'sllf': 1}]",4,2.0,fllf,4.0,362.0,0.011049723756906077
19,52423120105443,[{'sllfl': 1}],1,1.0,sllfl,1.0,362.0,0.0027624309392265192
19,5242312010544332,"[{'fllfll': 1, 'fllflllllllsffll': 1}]",2,2.0,fllfll,2.0,362.0,0.0055248618784530384
19,524231201054433221,[{'sllflll': 1}],1,1.0,sllflll,1.0,362.0,0.0027624309392265192
19,524231201054433221105443322110544435,[{'sllfllllllllsrr': 1}],1,1.0,sllfllllllllsrr,1.0,362.0,0.0027624309392265192
19,5242312010544332211054433222,[{'sllfllllllfrs': 1}],1,1.0,sllfllllllfrs,1.0,362.0,0.0027624309392265192
19,524231201054433221105443322211,[{'sllfllllllsl': 1}],1,1.0,sllfllllllsl,1.0,362.0,0.0027624309392265192
19,52423120105443322111,[{'sllflllslllfrf': 1}],1,1.0,sllflllslllfrf,1.0,362.0,0.0027624309392265192
19,52423120105443322211,"[{'sllfllslrff': 1, 'sllfllsl': 1, 'sllfllsll': 1}]",3,3.0,sllfllslrff,3.0,362.0,0.008287292817679558
19,5242312010544332221303,[{'sllfllsrf': 1}],1,1.0,sllfllsrf,1.0,362.0,0.0027624309392265192
19,5242312010544332221304,[{'sllfllsrr': 1}],1,1.0,sllfllsrr,1.0,362.0,0.0027624309392265192
19,5242312010544333,[{'sllflfrf': 1}],1,1.0,sllflfrf,1.0,362.0,0.0027624309392265192
19,5242312010544433,"[{'sllfslsr': 1, 'fllfsllllllllsrf': 1, 'sllfsl': 1}]",3,3.0,sllfslsr,3.0,362.0,0.008287292817679558
19,52423121,"[{'flf': 3, 'slf': 3}]",6,2.0,flf,6.0,362.0,0.016574585635359115
19,524231211054,"[{'flfl': 13, 'slfl': 4}]",17,2.0,flfl,17.0,362.0,0.04696132596685083
19,52423121105443,"[{'flsll': 1, 'slfll': 2}]",3,2.0,slfll,3.0,362.0,0.008287292817679558
19,5242312110544332,"[{'flfllll': 1, 'flflll': 1, 'flflllssrf': 1}]",3,3.0,flfllll,3.0,362.0,0.008287292817679558
19,524231211054433221,[{'slfllll': 1}],1,1.0,slfllll,1.0,362.0,0.0027624309392265192
19,524231211054433221105443322110544332211054433221,[{'slfllllllllllllllll': 1}],1,1.0,slfllllllllllllllll,1.0,362.0,0.0027624309392265192
19,524231211054433221105444,[{'slflllllf': 4}],4,1.0,slflllllf,4.0,362.0,0.011049723756906077
19,52423121105443322111,[{'slfllllsrf': 1}],1,1.0,slfllllsrf,1.0,362.0,0.0027624309392265192
19,524231211054433222,"[{'slflllf': 1, 'slflllfrf': 1}]",2,2.0,slflllf,2.0,362.0,0.0055248618784530384
19,52423121105443322211,[{'slflllsl': 1}],1,1.0,slflllsl,1.0,362.0,0.0027624309392265192
19,52423121105443322213,[{'slflllsr': 1}],1,1.0,slflllsr,1.0,362.0,0.0027624309392265192
19,5242312110544333,"[{'flflls': 3, 'flfllsll': 1, 'slsllsrf': 1, 'flfllssrr': 1, 'flfllssr': 1, 'slfllsrf': 1}]",8,6.0,flflls,8.0,362.0,0.022099447513812154
19,5242312110544334,[{'slfllrsfs': 1}],1,1.0,slfllrsfs,1.0,362.0,0.0027624309392265192
19,5242312110544433,"[{'flflflf': 1, 'flflfllf': 1}]",2,2.0,flflflf,2.0,362.0,0.0055248618784530384
19,5242312110544434,"[{'flflsss': 1, 'flflfss': 1, 'flflsf': 1, 'flflfs': 1}]",4,4.0,flflsss,4.0,362.0,0.011049723756906077
19,52423121105445,[{'slflrff': 1}],1,1.0,slflrff,1.0,362.0,0.0027624309392265192
19,5242312111,"[{'slsfrf': 1, 'slfsf': 1, 'slfflllsrf': 2, 'flfs': 2, 'flsff': 1, 'flffsf': 1, 'flfflf': 1, 'flfsssf': 1, 'slfs': 1, 'flffl': 1, 'slffl': 1, 'slfflllsrr': 1}]",14,12.0,slfflllsrf,14.0,362.0,0.03867403314917127
19,5242312112,"[{'flfrs': 2, 'slsr': 1}]",3,2.0,flfrs,3.0,362.0,0.008287292817679558
19,52423122,[{'slrslrrr': 1}],1,1.0,slrslrrr,1.0,362.0,0.0027624309392265192
19,524232,"[{'ss': 10, 'fs': 2, 'fff': 1, 'sf': 2}]",15,4.0,ss,15.0,362.0,0.04143646408839779
19,52423221,[{'ssl': 1}],1,1.0,ssl,1.0,362.0,0.0027624309392265192
19,524232211054,"[{'fsll': 8, 'ssll': 8, 'sfll': 1}]",17,3.0,fsll,17.0,362.0,0.04696132596685083
19,5242322110544332,[{'ssllll': 2}],2,1.0,ssllll,2.0,362.0,0.0055248618784530384
19,524232211054433221,[{'fslllll': 1}],1,1.0,fslllll,1.0,362.0,0.0027624309392265192
19,524232211054433221105443322111,[{'fslllllllllff': 1}],1,1.0,fslllllllllff,1.0,362.0,0.0027624309392265192
19,52423221105443322110544332221303,[{'fsllllllllsrf': 1}],1,1.0,fsllllllllsrf,1.0,362.0,0.0027624309392265192
19,52423221105443322211,[{'fsllllsl': 1}],1,1.0,fsllllsl,1.0,362.0,0.0027624309392265192
19,5242322110544332221303,"[{'fsllllsrf': 2, 'ssllllfrf': 1}]",3,2.0,fsllllsrf,3.0,362.0,0.008287292817679558
19,5242322110544332221304,"[{'ssllllfrr': 1, 'fsllllsrr': 2}]",3,2.0,fsllllsrr,3.0,362.0,0.008287292817679558
19,524232211054433223,[{'ssllllrsfrf': 1}],1,1.0,ssllllrsfrf,1.0,362.0,0.0027624309392265192
19,5242322110544333,"[{'fslllflrrr': 1, 'fslllf': 1}]",2,2.0,fslllflrrr,2.0,362.0,0.0055248618784530384
19,52423221105444,[{'ssllf': 1}],1,1.0,ssllf,1.0,362.0,0.0027624309392265192
19,5242322110544433,[{'fsllfls': 1}],1,1.0,fsllfls,1.0,362.0,0.0027624309392265192
19,52423221105445,[{'ssllrl': 1}],1,1.0,ssllrl,1.0,362.0,0.0027624309392265192
19,5242322111,"[{'sslfr': 2, 'sslflllfrf': 1, 'fslfr': 1, 'ssls': 1, 'sslflllfrr': 1, 'sslfss': 1, 'sslffll': 1, 'fslf': 2, 'fslflf': 1}]",11,9.0,sslfr,11.0,362.0,0.03038674033149171
19,5242322112,"[{'sslr': 1, 'sslrfll': 1}]",2,2.0,sslr,2.0,362.0,0.0055248618784530384
19,52423222,"[{'sss': 1, 'fsfffl': 1, 'sffllsrf': 1}]",3,3.0,sss,3.0,362.0,0.008287292817679558
19,5242322211,"[{'fssl': 1, 'fsslfr': 1}]",2,2.0,fssl,2.0,362.0,0.0055248618784530384
19,5242322212,"[{'ssssssss': 1, 'sssss': 1}]",2,2.0,ssssssss,2.0,362.0,0.0055248618784530384
19,524232221303,"[{'fssrf': 2, 'ssfrf': 1}]",3,2.0,fssrf,3.0,362.0,0.008287292817679558
19,524232221304,[{'sssrr': 1}],1,1.0,sssrr,1.0,362.0,0.0027624309392265192
19,52423223,"[{'ssrfl': 1, 'ssr': 1, 'ssrfs': 1}]",3,3.0,ssrfl,3.0,362.0,0.008287292817679558
19,524233,[{'fr': 1}],1,1.0,fr,1.0,362.0,0.0027624309392265192
19,5243,[{'r': 1}],1,1.0,r,1.0,362.0,0.0027624309392265192
19,524333,"[{'rff': 2, 'rs': 1, 'rfl': 1, 'rss': 1}]",5,4.0,rff,5.0,362.0,0.013812154696132596
20,74,"[{nan: 8, 'fR2{r}lI{}W!b{}': 1, 'R4{l}ffR6{l}': 1}]",10,3.0,?,10.0,26.0,0.38461538461538464
20,74635241302-1,[{'W!b{l}Iy{f}f': 1}],1,1.0,W!b{l}Iy{f}f,1.0,26.0,0.038461538461538464
20,74635241302054,"[{'R4{l}f': 1, 'R4{l}fR3{}': 1}]",2,2.0,R4{l}f,2.0,26.0,0.07692307692307693
20,7463524130205443322110,[{'R4{l}fR4{l}': 1}],1,1.0,R4{l}fR4{l},1.0,26.0,0.038461538461538464
20,746352413020544332211000,[{'R2{Wx!=1{l}f}': 1}],1,1.0,R2{Wx!=1{l}f},1.0,26.0,0.038461538461538464
20,74635241302054433221114433221201-10,[{'W!b{W!y{l}f}': 1}],1,1.0,W!b{W!y{l}f},1.0,26.0,0.038461538461538464
20,746354201000,[{'lrff': 1}],1,1.0,lrff,1.0,26.0,0.038461538461538464
20,7464,[{'f': 1}],1,1.0,f,1.0,26.0,0.038461538461538464
20,7464534232,[{'flR2{}lf': 1}],1,1.0,flR2{}lf,1.0,26.0,0.038461538461538464
20,74645420,"[{'ff': 2, 'R2{f}': 1}]",3,2.0,ff,3.0,26.0,0.11538461538461539
20,746454201000,[{'W!b{f}': 2}],2,1.0,W!b{f},2.0,26.0,0.07692307692307693
20,746454201144,"[{'R2{f}r': 1, 'R2{s}rR2{}W!y{}': 1}]",2,2.0,R2{f}r,2.0,26.0,0.07692307692307693
21,60,"[{nan: 40, 'fR2{r}R3{f}': 6, 'fR3{r}R3{f}': 1, 'frrR2{f}': 3, 'fR2{l}R2{f}': 1, 'R2{}': 4, 'frrflR2{r}': 1, 'fR2{l}R3{f}': 1, 'fR2{rR2{f}}': 1, 'R2{fr}R3{f}': 1, 'frrff': 1}]",60,11.0,?,60.0,183.0,0.32786885245901637
21,605-1,"[{'lrR2{r}': 1, 'l': 1}]",2,2.0,lrR2{r},2.0,183.0,0.01092896174863388
21,6050,"[{'f': 10, 's': 3, 'fR2{}': 6}]",19,3.0,f,19.0,183.0,0.10382513661202186
21,60504-1,[{'fR2{l}': 2}],2,1.0,fR2{l},2.0,183.0,0.01092896174863388
21,605040,"[{'fR2{}f': 1, 'R2{ffr}': 1, 'ssss': 1, 'fR2{sr}': 1, 'fsR2{r}': 2, 'R3{f}': 1, 'sss': 1, 'R2{s}': 1, 'fR2{f}R2{}': 1}]",10,9.0,fsR2{r},10.0,183.0,0.0546448087431694
21,605041,"[{'fr': 4, 'frR3{}': 1, 'frR2{}': 1}]",6,3.0,fr,6.0,183.0,0.03278688524590164
21,60504130,[{'frl': 1}],1,1.0,frl,1.0,183.0,0.00546448087431694
21,6050413020,[{'frlf': 2}],2,1.0,frlf,2.0,183.0,0.01092896174863388
21,60504131,[{'fR2{}rf': 1}],1,1.0,fR2{}rf,1.0,183.0,0.00546448087431694
21,6050413121,[{'frff': 2}],2,1.0,frff,2.0,183.0,0.01092896174863388
21,60504131211113,[{'srR3{f}': 1}],1,1.0,srR3{f},1.0,183.0,0.00546448087431694
21,6050413121111303,[{'frR4{f}': 3}],3,1.0,frR4{f},3.0,183.0,0.01639344262295082
21,6050413121111303-13,[{'frR5{f}': 1}],1,1.0,frR5{f},1.0,183.0,0.00546448087431694
21,60504131211202-12,[{'R4{frf}': 1}],1,1.0,R4{frf},1.0,183.0,0.00546448087431694
21,6050413122,[{'R2{fr}': 4}],4,1.0,R2{fr},4.0,183.0,0.02185792349726776
21,605041312212,[{'fR2{rf}': 1}],1,1.0,fR2{rf},1.0,183.0,0.00546448087431694
21,60504131221203,[{'R3{fr}': 2}],2,1.0,R3{fr},2.0,183.0,0.01092896174863388
21,60504131221203-13,"[{'R5{fr}': 1, 'fR3{rf}': 1}]",2,2.0,R5{fr},2.0,183.0,0.01092896174863388
21,60504131221311,[{'R2{fr}r': 1}],1,1.0,R2{fr}r,1.0,183.0,0.00546448087431694
21,60504132,"[{'fR2{r}': 14, 'frr': 8, 'frrR3{}': 2, 'frrR2{}': 3, 'fR2{r}R2{}': 2, 'sR2{r}R2{}': 1}]",30,6.0,fR2{r},30.0,183.0,0.16393442622950818
21,6050413221,[{'frrl': 1}],1,1.0,frrl,1.0,183.0,0.00546448087431694
21,6050413222,"[{'frrf': 5, 'fR2{r}f': 4}]",9,2.0,frrf,9.0,183.0,0.04918032786885246
21,6050413222131102,[{'R2{frr}': 1}],1,1.0,R2{frr},1.0,183.0,0.00546448087431694
21,6050413222131102-12,[{'R3{frr}': 1}],1,1.0,R3{frr},1.0,183.0,0.00546448087431694
21,6050413223,"[{'fR3{r}R2{}': 1, 'fR3{r}': 4, 'frrr': 1, 'frR2{r}': 1}]",7,4.0,fR3{r},7.0,183.0,0.03825136612021858
21,60504132231311,[{'fR3{r}f': 4}],4,1.0,fR3{r}f,4.0,183.0,0.02185792349726776
21,605041322314,"[{'fR4{r}': 1, 'frR3{r}': 1}]",2,2.0,fR4{r},2.0,183.0,0.01092896174863388
21,60504132231405,"[{'fR5{r}R3{}': 1, 'fR5{r}f': 1, 'fR6{r}': 1}]",3,3.0,fR5{r}R3{},3.0,183.0,0.01639344262295082
21,6051,"[{'r': 1, 'rrR2{}f': 1, 'R2{r}': 1, 'R2{r}r': 1}]",4,4.0,r,4.0,183.0,0.02185792349726776
22,103,[{nan: 4}],4,1.0,?,4.0,11.0,0.36363636363636365
22,103928170105948372,[{'R2{W!y{R3{l}}R2{}}': 1}],1,1.0,R2{W!y{R3{l}}R2{}},1.0,11.0,0.09090909090909091
22,10392817010594837263,[{'W!y{l}R3{Ix=3{r}}': 1}],1,1.0,W!y{l}R3{Ix=3{r}},1.0,11.0,0.09090909090909091
22,103928170105948372635241302-1,[{'Wx!=5{W!y{l}Wy{r}}': 1}],1,1.0,Wx!=5{W!y{l}Wy{r}},1.0,11.0,0.09090909090909091
22,10392817010594837263544564,[{'R6{l}rI!y{R2{r}}/{}': 1}],1,1.0,R6{l}rI!y{R2{r}}/{},1.0,11.0,0.09090909090909091
22,10392817010594837263544564534231,[{'R6{l}R3{r}R3{l}': 1}],1,1.0,R6{l}R3{r}R3{l},1.0,11.0,0.09090909090909091
22,10392817010594837263544564534231201-1,[{'R2{I!y{R6{l}}/{}R3{r}}': 1}],1,1.0,R2{I!y{R6{l}}/{}R3{r}},1.0,11.0,0.09090909090909091
22,10394,[{'I!b{r}/{l}': 1}],1,1.0,I!b{r}/{l},1.0,11.0,0.09090909090909091
23,72,[{nan: 45}],45,1.0,?,45.0,281.0,0.1601423487544484
23,7261,[{'l': 4}],4,1.0,l,4.0,281.0,0.014234875444839857
23,72615040302010,[{'llffff': 1}],1,1.0,llffff,1.0,281.0,0.0035587188612099642
23,7261504030201000,[{'llfffff': 3}],3,1.0,llfffff,3.0,281.0,0.010676156583629894
23,7261504131,[{'llrs': 1}],1,1.0,llrs,1.0,281.0,0.0035587188612099642
23,726151,[{'ls': 3}],3,1.0,ls,3.0,281.0,0.010676156583629894
23,7261514030201000,[{'lslssss': 1}],1,1.0,lslssss,1.0,281.0,0.0035587188612099642
23,72615141312111,[{'lfffsf': 2}],2,1.0,lfffsf,2.0,281.0,0.0071174377224199285
23,7261514131211101,"[{'lffffsf': 4, 'lssssss': 1}]",5,2.0,lffffsf,5.0,281.0,0.017793594306049824
23,7261514132,[{'lsfr': 1}],1,1.0,lsfr,1.0,281.0,0.0035587188612099642
23,726151413222,[{'lffrf': 1}],1,1.0,lffrf,1.0,281.0,0.0035587188612099642
23,7261514132221100-1-1,[{'lsfrflll': 1}],1,1.0,lsfrflll,1.0,281.0,0.0035587188612099642
23,72615141322314,[{'lsfrrrlllf': 1}],1,1.0,lsfrrrlllf,1.0,281.0,0.0035587188612099642
23,72615142,"[{'lsr': 2, 'lfr': 1}]",3,2.0,lsr,3.0,281.0,0.010676156583629894
23,72615142312112,[{'lsrlfr': 1}],1,1.0,lsrlfr,1.0,281.0,0.0035587188612099642
23,7261514233,"[{'lfrr': 1, 'lsrr': 2}]",3,2.0,lsrr,3.0,281.0,0.010676156583629894
23,72615142332312,[{'lsrrfllf': 4}],4,1.0,lsrrfllf,4.0,281.0,0.014234875444839857
23,72615142332413,"[{'lsrrrll': 1, 'lsrrrlll': 1, 'lsrrrllf': 1}]",3,3.0,lsrrrll,3.0,281.0,0.010676156583629894
23,72615142332415,[{'lsrrrrr': 1}],1,1.0,lsrrrrr,1.0,281.0,0.0035587188612099642
23,72615242332211,[{'lrfrlls': 1}],1,1.0,lrfrlls,1.0,281.0,0.0035587188612099642
23,7261524333,[{'lrrf': 1}],1,1.0,lrrf,1.0,281.0,0.0035587188612099642
23,726152433322,[{'lrrfl': 1}],1,1.0,lrrfl,1.0,281.0,0.0035587188612099642
23,72615243332212,[{'lrrfls': 1}],1,1.0,lrrfls,1.0,281.0,0.0035587188612099642
23,72615243332313,[{'lrrssff': 1}],1,1.0,lrrssff,1.0,281.0,0.0035587188612099642
23,7262,"[{'f': 2, 's': 1}]",3,2.0,f,3.0,281.0,0.010676156583629894
23,726252,[{'ff': 4}],4,1.0,ff,4.0,281.0,0.014234875444839857
23,72625241302-1,[{'sslllf': 1}],1,1.0,sslllf,1.0,281.0,0.0035587188612099642
23,72625242,[{'fff': 1}],1,1.0,fff,1.0,281.0,0.0035587188612099642
23,7262524231201000,[{'fffllff': 1}],1,1.0,fffllff,1.0,281.0,0.0035587188612099642
23,7262524231211101,[{'ffflsff': 1}],1,1.0,ffflsff,1.0,281.0,0.0035587188612099642
23,7262524232,[{'ssss': 1}],1,1.0,ssss,1.0,281.0,0.0035587188612099642
23,7262524232211101,[{'sssslss': 1}],1,1.0,sssslss,1.0,281.0,0.0035587188612099642
23,726252423222,[{'sssss': 1}],1,1.0,sssss,1.0,281.0,0.0035587188612099642
23,72625242322212,[{'sssssss': 1}],1,1.0,sssssss,1.0,281.0,0.0035587188612099642
23,72625242322313,"[{'fsffrfsf': 1, 'ssffrfl': 1, 'ffffrflllff': 1}]",3,3.0,fsffrfsf,3.0,281.0,0.010676156583629894
23,7262524233,"[{'fffr': 7, 'sssr': 1}]",8,2.0,fffr,8.0,281.0,0.028469750889679714
23,726252423322,"[{'sssrl': 1, 'fffrl': 4}]",5,2.0,fffrl,5.0,281.0,0.017793594306049824
23,72625242332211,"[{'fffrlls': 4, 'fffrllfsflll': 1, 'fffrllff': 1, 'fffrlllfff': 1, 'fffrllf': 1, 'fffrll': 1}]",9,6.0,fffrlls,9.0,281.0,0.03202846975088968
23,72625242332212,"[{'fffrls': 6, 'fffrlsl': 4, 'fffrlsf': 3, 'fffrlslf': 2, 'sssrlslf': 1, 'fffrlf': 1}]",17,6.0,fffrls,17.0,281.0,0.060498220640569395
23,72625242332213,"[{'fffrlrlrffl': 1, 'fffrlrffl': 1}]",2,2.0,fffrlrlrffl,2.0,281.0,0.0071174377224199285
23,72625242332312,"[{'ffsrsll': 1, 'fffrslssslss': 1, 'fffrslsf': 1}]",3,3.0,ffsrsll,3.0,281.0,0.010676156583629894
23,72625242332313,"[{'fffrfs': 1, 'fffrsfff': 1}]",2,2.0,fffrfs,2.0,281.0,0.0071174377224199285
23,72625243,[{'ffr': 2}],2,1.0,ffr,2.0,281.0,0.0071174377224199285
23,7262524332,[{'ffrl': 1}],1,1.0,ffrl,1.0,281.0,0.0035587188612099642
23,72625243322212,[{'ffrlfs': 1}],1,1.0,ffrlfs,1.0,281.0,0.0035587188612099642
23,7262524333,[{'ffrf': 5}],5,1.0,ffrf,5.0,281.0,0.017793594306049824
23,726252433322,[{'ffrsl': 1}],1,1.0,ffrsl,1.0,281.0,0.0035587188612099642
23,72625243332211,[{'ffrflls': 2}],2,1.0,ffrflls,2.0,281.0,0.0071174377224199285
23,72625243332212,"[{'ffrflslls': 1, 'ffrflsl': 1}]",2,2.0,ffrflslls,2.0,281.0,0.0071174377224199285
23,72625243332312,"[{'ffrffllss': 1, 'ffrffl': 1}]",2,2.0,ffrffllss,2.0,281.0,0.0071174377224199285
23,726253,[{'sr': 1}],1,1.0,sr,1.0,281.0,0.0035587188612099642
23,72625342332212,[{'frlrlsf': 1}],1,1.0,frlrlsf,1.0,281.0,0.0035587188612099642
23,72625343,[{'srs': 1}],1,1.0,srs,1.0,281.0,0.0035587188612099642
23,7262534332,[{'frfl': 1}],1,1.0,frfl,1.0,281.0,0.0035587188612099642
23,7262534333,"[{'srsf': 1, 'frff': 2}]",3,2.0,frff,3.0,281.0,0.010676156583629894
23,72625343332211,[{'frffllf': 1}],1,1.0,frffllf,1.0,281.0,0.0035587188612099642
23,72625343332212,[{'frfflslf': 1}],1,1.0,frfflslf,1.0,281.0,0.0035587188612099642
23,72625343332313,"[{'frssss': 1, 'frffss': 1}]",2,2.0,frssss,2.0,281.0,0.0071174377224199285
23,72625344332212,[{'frrlls': 1}],1,1.0,frrlls,1.0,281.0,0.0035587188612099642
23,72625344332314,[{'frrlfrrsrssfl': 1}],1,1.0,frrlfrrsrssfl,1.0,281.0,0.0035587188612099642
23,7263,[{'r': 4}],4,1.0,r,4.0,281.0,0.014234875444839857
23,72635241,[{'rll': 1}],1,1.0,rll,1.0,281.0,0.0035587188612099642
23,72635242,[{'rls': 1}],1,1.0,rls,1.0,281.0,0.0035587188612099642
23,726353,[{'rf': 3}],3,1.0,rf,3.0,281.0,0.010676156583629894
23,7263534231201000,[{'rslllff': 1}],1,1.0,rslllff,1.0,281.0,0.0035587188612099642
23,72635342332211,[{'rflrllsff': 1}],1,1.0,rflrllsff,1.0,281.0,0.0035587188612099642
23,72635343,[{'rff': 3}],3,1.0,rff,3.0,281.0,0.010676156583629894
23,7263534332,[{'rffl': 1}],1,1.0,rffl,1.0,281.0,0.0035587188612099642
23,7263534332211101,[{'rffllsf': 1}],1,1.0,rffllsf,1.0,281.0,0.0035587188612099642
23,7263534333,"[{'rfff': 12, 'rffs': 2}]",14,2.0,rfff,14.0,281.0,0.0498220640569395
23,726353433322,"[{'rfssl': 1, 'rfffl': 10}]",11,2.0,rfffl,11.0,281.0,0.03914590747330961
23,72635343332211,"[{'rssslls': 1, 'rfffll': 1, 'rfffllsf': 5, 'rfffllsl': 1, 'rffflls': 7, 'rffsll': 1}]",16,6.0,rffflls,16.0,281.0,0.05693950177935943
23,72635343332212,"[{'rffflslf': 4, 'rfffls': 2, 'rffflsf': 3, 'rffflss': 1, 'rffflsl': 2, 'rffslsl': 1, 'rffflf': 1, 'rffflfs': 1}]",15,8.0,rffflslf,15.0,281.0,0.05338078291814947
23,726353433323,[{'rfffs': 2}],2,1.0,rfffs,2.0,281.0,0.0071174377224199285
23,72635343332312,"[{'rfffflllf': 1, 'rfffflsl': 2, 'rfffflf': 1, 'rfffsl': 1, 'rffffllff': 1}]",6,5.0,rfffflsl,6.0,281.0,0.021352313167259787
23,72635343332313,"[{'rfffssl': 1, 'rssssssssfffrflsfsfsfs': 1}]",2,2.0,rfffssl,2.0,281.0,0.0071174377224199285
23,72635343332415,[{'rsffrrrff': 1}],1,1.0,rsffrrrff,1.0,281.0,0.0035587188612099642
23,72635344332211,[{'rfrllls': 1}],1,1.0,rfrllls,1.0,281.0,0.0035587188612099642
23,72635443,[{'rrl': 1}],1,1.0,rrl,1.0,281.0,0.0035587188612099642
23,7263544333,[{'rrlf': 1}],1,1.0,rrlf,1.0,281.0,0.0035587188612099642
23,72635443332211,"[{'rrlfllssff': 1, 'rrlfllsf': 1, 'rrlflls': 1}]",3,3.0,rrlfllssff,3.0,281.0,0.010676156583629894
23,72635443332212,"[{'rrlflsf': 1, 'rrlflss': 1}]",2,2.0,rrlflsf,2.0,281.0,0.0071174377224199285
23,72635443332312,[{'rrlsslslsffl': 1}],1,1.0,rrlsslslsffl,1.0,281.0,0.0035587188612099642
23,72635443332313,[{'rrlffsf': 1}],1,1.0,rrlffsf,1.0,281.0,0.0035587188612099642
23,72635444,[{'rrf': 1}],1,1.0,rrf,1.0,281.0,0.0035587188612099642
23,7263544433,[{'rrfl': 1}],1,1.0,rrfl,1.0,281.0,0.0035587188612099642
